001289-0805,32234
001289-0810,32234
001289-0815,32234
001289-0820,32234
001289-0825,32234
001289-0830,32234
001289-0835,32234
001289-0840,32234
001289-0845,32234
001289-0850,32234
001289-0855,32234
001289-0860,32234
001289-0865,32234
001289-0870,32234
001289-0875,32234
001289-0880,32234
001289-0885,32234
001289-0890,32234
001289-0895,32234
001289-0900,32234
001289-0905,32234
001289-0910,32234
001289-0915,32234
001289-0920,32234
001289-0925,32234
001289-0930,32234
001289-0935,32234
001289-0940,32234
001289-0945,32234
001289-0950,32234
001289-0955,32234
001289-0960,32234
001289-0965,32234
001289-0970,32234
001289-0975,32234
001289-0980,32234
001289-0985,32234
001289-0990,32234
001289-0995,32234
001289-1000,32234
001289-1005,32234
001289-1010,32234
001289-1015,32234
001289-1020,32234
001289-1025,32234
001289-1030,32234
001289-1035,32234
001289-1040,32234
001289-1045,32234
001289-1050,32234
001289-1055,32234
001289-1060,32234
001289-1065,32234
001289-1070,32234
001289-1075,32234
001289-1080,32234
001289-1085,32234
001289-1090,32234
001289-1095,32234
001289-1100,32234
001289-1105,32234
001289-1110,32234
001289-1115,32234
001289-1120,32234
001289-1125,32234
001289-1130,32234
001289-1135,32234
001289-1140,32234
001289-1145,32234
001289-1150,32234
001289-1155,32234
001289-1160,32234
001289-1165,32234
001289-1170,32234
001289-1175,32234
001289-1180,32234
001289-1185,32234
001289-1190,32234
001289-1195,32234
001289-1200,32234
001289-1205,32234
001289-1210,32234
001289-1215,32234
001289-1220,32234
001289-1225,32234
001289-1230,32234
001289-1235,32234
001289-1240,32234
001289-1245,32234
001289-1250,32234
001289-1255,32234
001289-1260,32234
001289-1265,32234
001289-1270,32234
001289-1275,32234
001289-1280,32234
001289-1285,32234
001289-1290,32234
001289-1295,32234
001289-1300,32234
001289-1305,32234
001289-1310,32234
001289-1315,32234
001289-1320,32234
001289-1325,32234
001289-1330,32234
001289-1335,32234
001289-1340,32234
001289-1345,32234
001289-1350,32234
001289-1355,32234
001289-1360,32234
001289-1365,32234
001289-1370,32234
001289-1375,32234
001289-1380,32234
001289-1385,32234
001289-1390,32234
001289-1395,32234
001289-1400,32234
001289-1405,32234
001289-1410,32234
001289-1415,32234
001289-1420,32234
001289-1425,32234
001289-1430,32234
001289-1435,32234
001291-3200,32234
001294-0200,32234
001307-0060,32219
001307-3000,32219
001307-3000,32219
001307-3000,32219
001310-7995,32219
001332-0030,32219
001379-0310,32234
001386-0490,32220
001386-0500,32220
001404-0010,32220
001404-0010,32220
001404-0020,32220
001404-0020,32220
001404-0040,32220
001404-0040,32220
001404-0040,32220
001404-0050,32220
001404-0050,32220
001412-0070,32220
001413-0010,32220
001418-0100,32220
001447-0500,32220
001452-0000,32220
001471-0115,32220
001471-0135,32220
001471-0290,32220
001471-0330,32220
001471-0335,32220
001471-0380,32220
001471-0520,32220
001471-0560,32220
001471-3010,32220
001471-3015,32220
001471-3080,32220
001471-3085,32220
001471-3150,32220
001471-3270,32220
001471-3310,32220
001471-3345,32220
001471-3500,32220
001471-3590,32220
001471-3600,32220
001471-3625,32220
001472-0050,32220
001472-0530,32220
001472-0550,32220
001472-0575,32220
001472-0605,32220
001472-0615,32220
001472-0630,32220
001472-0690,32220
001472-0990,32220
001472-1085,32220
001472-1200,32220
001472-1240,32220
001472-1310,32220
001474-0035,32220
001475-0000,32220
001475-0000,32220
001482-0630,32220
001482-0630,32220
001482-0640,32220
001482-0640,32220
001483-0020,32220
001483-0090,32220
001483-0090,32220
001484-0250,32220
001485-0000,32220
001486-0000,32220
001486-0020,32220
001486-0050,32220
001486-0110,32220
001489-0010,32220
001495-0050,32220
001495-0050,32220
001495-0050,32220
001500-0500,32220
001500-1010,32220
001502-0060,32220
001502-0060,32220
001508-0430,32220
001515-0900,32220
001517-0035,32220
001517-0080,32220
001520-0020,32220
001520-0030,32220
001520-0040,32220
001522-0010,32220
001523-0010,32220
001525-0000,32220
001525-0010,32220
001525-0030,32220
001531-5000,32220
001533-0005,32220
001533-0005,32220
001537-0020,32220
001541-1000,32220
001541-1000,32220
001544-0100,32220
001544-0125,32220
001560-0400,32220
001560-0400,32220
001564-0020,32220
001567-0040,32220
001572-0040,32220
001573-0000,32220
001573-0060,32220
001573-0060,32220
001577-0520,32220
001577-0530,32220
001577-0540,32220
001579-1000,32220
001579-1000,32220
001580-0500,32220
001582-0000,32220
001582-0050,32220
001582-0050,32220
001582-0050,32220
001583-0000,32220
001583-0000,32220
001583-1000,32220
001590-0100,32220
001601-0000,32220
001607-0008,32220
001607-0008,32220
001608-0000,32220
001608-0075,32220
001638-0130,32220
001642-0051,32220
001642-0070,32220
001642-0070,32220
001642-0090,32220
001702-0040,32220
001702-0110,32220
001712-0030,32220
001712-0040,32220
001720-0021,32220
001720-0022,32220
001720-0030,32220
001720-0100,32220
001727-0075,32220
001727-0075,32220
001727-0200,32220
001735-0065,32220
001744-0020,32220
001744-0040,32220
001756-0040,32220
001758-0010,32220
001760-0000,32220
001766-0000,32220
001817-0065,32220
001817-0080,32220
001817-0120,32220
001817-0320,32220
001817-0355,32220
001817-0630,32220
001817-0650,32220
001820-0005,32220
001820-0015,32220
001820-0060,32220
001820-0080,32220
001820-0085,32220
001820-0085,32220
001820-0085,32220
001820-0230,32220
001820-0280,32220
001820-0315,32220
001820-0730,32220
001820-0730,32220
001820-0900,32220
001820-0955,32220
001820-0975,32220
001820-1010,32220
001820-1020,32220
001820-1065,32220
001820-1065,32220
001820-1140,32220
001820-1160,32220
001820-1185,32220
001820-1190,32220
001820-1190,32220
001820-1200,32220
001822-0030,32220
001822-0030,32220
001823-0010,32220
001824-0030,32220
001824-0032,32220
001824-0060,32220
001824-0060,32220
001824-0090,32220
001825-0010,32220
001825-0015,32220
001825-0127,32220
001830-0000,32220
001831-0000,32220
001833-0000,32220
001840-0014,32220
001840-0014,32220
001840-0060,32220
001842-0040,32220
001842-0040,32220
001842-0060,32220
001842-0150,32220
001842-0180,32220
001842-0185,32220
001842-0190,32220
001843-0000,32220
001852-0100,32220
001852-0100,32220
001852-0100,32220
001860-1210,32221
001860-1310,32221
001860-1370,32221
001860-1410,32221
001860-1505,32221
001860-1525,32221
001860-1530,32221
001860-1560,32221
001860-1655,32221
001860-2265,32221
001860-2335,32221
001860-2385,32221
001860-2390,32221
001860-2395,32221
001860-3175,32221
001860-3195,32221
001860-3250,32221
001860-3280,32221
001860-3300,32221
001860-3345,32221
001860-3345,32221
001860-3345,32221
001860-3345,32221
001860-3380,32221
001860-3405,32221
001860-3425,32221
001860-3495,32221
001860-3785,32221
001860-3805,32221
001860-3875,32221
001860-3935,32221
001860-3985,32221
001860-4000,32221
001860-4060,32221
001860-4210,32221
001860-4235,32221
001860-4395,32221
001860-4595,32221
001860-4630,32221
001860-4675,32221
001860-4955,32221
001860-5790,32221
001860-5805,32221
001860-5850,32221
001860-6110,32221
001860-6265,32221
001860-6315,32221
001860-6385,32221
001860-6475,32221
001860-6485,32221
001860-6490,32221
001860-6500,32221
001860-6505,32221
001860-6510,32221
001860-6515,32221
001860-6530,32221
001860-6535,32221
001860-6540,32221
001860-6545,32221
001860-6550,32221
001860-6555,32221
001860-6560,32221
001860-6575,32221
001860-6580,32221
001860-6585,32221
001860-6595,32221
001860-6600,32221
001860-6605,32221
001860-6610,32221
001860-6620,32221
001860-6625,32221
001860-6630,32221
001860-6635,32221
001860-6640,32221
001860-6645,32221
001860-6650,32221
001860-6655,32221
001860-6660,32221
001860-6670,32221
001860-6685,32221
001860-6690,32221
001860-6695,32221
001860-6700,32221
001860-6705,32221
001860-6715,32221
001860-6720,32221
001860-6725,32221
001860-6730,32221
001860-6735,32221
001860-6740,32221
001860-6745,32221
001860-6755,32221
001860-6770,32221
001860-6785,32221
001860-6790,32221
001860-6795,32221
001860-6800,32221
001860-6805,32221
001860-6820,32221
001860-6835,32221
001860-6840,32221
001860-6845,32221
001860-6850,32221
001860-6855,32221
001860-6860,32221
001860-6865,32221
001860-6875,32221
001860-6880,32221
001860-6885,32221
001860-6890,32221
001860-6895,32221
001860-6900,32221
001860-6905,32221
001860-6910,32221
001860-6915,32221
001860-6920,32221
001860-6925,32221
001860-7040,32221
001860-7090,32221
001860-7100,32221
001860-7105,32221
001860-7110,32221
001860-7115,32221
001860-7120,32221
001860-7125,32221
001860-7130,32221
001860-7135,32221
001860-7145,32221
001860-7150,32221
001860-7155,32221
001860-7160,32221
001860-7165,32221
001860-7170,32221
001860-7175,32221
001860-7180,32221
001860-7185,32221
001860-7190,32221
001860-7195,32221
001860-7200,32221
001860-7220,32221
001860-7225,32221
001860-7230,32221
001860-7240,32221
001860-7250,32221
001860-7275,32221
001860-7290,32221
001860-7290,32221
001860-7295,32221
001860-7300,32221
001860-7305,32221
001860-7310,32221
001860-7315,32221
001860-7320,32221
001860-7325,32221
001860-7330,32221
001860-7340,32221
001860-7345,32221
001860-7350,32221
001860-7395,32221
001860-7405,32221
001860-7460,32221
001860-7475,32221
001860-7495,32221
001860-7500,32221
001860-7505,32221
001860-7515,32221
001860-7520,32221
001860-7525,32221
001860-7535,32221
001860-7540,32221
001860-7565,32221
001860-7570,32221
001860-7575,32221
001860-7590,32221
001860-7615,32221
001860-7620,32221
001860-7625,32221
001860-7630,32221
001860-7635,32221
001860-7640,32221
001860-7645,32221
001860-7660,32221
001860-7685,32221
001860-7690,32221
001860-7705,32221
001860-7715,32221
001860-7720,32221
001860-7725,32221
001860-7725,32221
001860-7730,32221
001860-7735,32221
001860-7740,32221
001860-7745,32221
001860-7750,32221
001860-7755,32221
001860-7760,32221
001860-7765,32221
001860-7770,32221
001860-7775,32221
001860-7780,32221
001860-7785,32221
001860-7790,32221
001860-7795,32221
001860-7800,32221
001860-7805,32221
001860-7810,32221
001860-7815,32221
001860-7820,32221
001860-7825,32221
001860-7845,32221
001860-7850,32221
001860-7920,32221
001860-7930,32221
001861-0020,32221
001861-0020,32221
001861-0025,32221
001861-0025,32221
001861-0030,32221
001861-0030,32221
001861-0035,32221
001861-0035,32221
001861-0040,32221
001861-0040,32221
001861-0045,32221
001861-0045,32221
001861-0050,32221
001861-0050,32221
001861-0055,32221
001861-0055,32221
001861-0060,32221
001861-0060,32221
001861-0065,32221
001861-0065,32221
001861-0070,32221
001861-0070,32221
001861-0075,32221
001861-0075,32221
001861-0080,32221
001861-0080,32221
001861-0085,32221
001861-0085,32221
001861-0090,32221
001861-0090,32221
001861-0095,32221
001861-0095,32221
001861-0100,32221
001861-0100,32221
001861-0105,32221
001861-0105,32221
001861-0110,32221
001861-0110,32221
001861-0115,32221
001861-0115,32221
001861-0120,32221
001861-0120,32221
001861-0125,32221
001861-0125,32221
001861-0130,32221
001861-0130,32221
001861-0135,32221
001861-0135,32221
001861-0140,32221
001861-0140,32221
001861-0145,32221
001861-0145,32221
001861-0150,32221
001861-0150,32221
001861-0155,32221
001861-0155,32221
001861-0160,32221
001861-0160,32221
001861-0165,32221
001861-0165,32221
001861-0170,32221
001861-0170,32221
001861-0175,32221
001861-0175,32221
001861-0180,32221
001861-0180,32221
001861-0185,32221
001861-0185,32221
001861-0190,32221
001861-0190,32221
001861-0195,32221
001861-0195,32221
001861-0200,32221
001861-0200,32221
001861-0205,32221
001861-0205,32221
001861-0210,32221
001861-0210,32221
001861-0215,32221
001861-0215,32221
001861-0220,32221
001861-0220,32221
001861-0225,32221
001861-0225,32221
001861-0230,32221
001861-0230,32221
001861-0235,32221
001861-0235,32221
001861-0240,32221
001861-0240,32221
001861-0245,32221
001861-0245,32221
001861-0250,32221
001861-0250,32221
001861-0255,32221
001861-0255,32221
001861-0260,32221
001861-0260,32221
001861-0265,32221
001861-0265,32221
001861-0270,32221
001861-0270,32221
001861-0275,32221
001861-0275,32221
001861-0280,32221
001861-0280,32221
001861-0285,32221
001861-0285,32221
001861-0290,32221
001861-0290,32221
001861-0295,32221
001861-0295,32221
001861-0300,32221
001861-0300,32221
001861-0305,32221
001861-0305,32221
001861-0310,32221
001861-0310,32221
001861-0315,32221
001861-0315,32221
001861-0320,32221
001861-0320,32221
001887-0030,32221
001908-0000,32221
001908-0100,32221
001908-0300,32221
001908-0300,32221
001908-0300,32221
001908-0300,32221
001908-0300,32221
001915-0020,32221
001915-0020,32221
001918-9950,32221
001927-0010,32221
001927-0010,32221
001938-0005,32221
001939-0110,32221
001967-0040,32221
002022-0010,32221
002028-0009,32221
002028-0026,32221
002028-0050,32221
002029-0000,32221
002029-0010,32221
002029-0030,32221
002029-0050,32221
002040-0000,32221
002040-0900,32221
002041-0100,32221
002041-0200,32221
002041-0200,32221
002041-0300,32221
002041-0500,32221
002048-0140,32221
002048-0145,32221
002050-0165,32221
002050-0175,32221
002050-0220,32221
002050-0670,32221
002050-0695,32221
002050-0745,32221
002050-1055,32221
002052-0000,32221
002052-0100,32221
002060-0205,32221
002060-0305,32221
002060-0305,32221
002060-0355,32221
002060-0465,32221
002060-0575,32221
002060-0650,32221
002060-0675,32221
002060-0880,32221
002060-0925,32221
002060-1005,32221
